41,Seluma Selatan,Seluma Selatan
41,Seluma Timur,Seluma Timur
41,Seluma Utara,Seluma Utara
41,Semidang Alas,Semidang Alas
41,Semidang Alas Maras,Semidang Alas Maras
41,Sukaraja,Sukaraja
41,Talo,Talo
41,Talo Kecil,Talo Kecil
41,Ulu Talo,Ulu Talo
692,Air Putih,Air Putih
692,Limapuluh,Limapuluh
692,Medang Deras,Medang Deras
692,Sei Balai,Sei Balai
692,Sei Suka,Sei Suka
692,Talawi,Talawi
692,Tanjung Tiram,Tanjung Tiram
665,Air Sugihan,Air Sugihan
665,Cengal,Cengal
665,Jejawi,Jejawi
665,Kayu Agung,Kayu Agung
665,Lempuing,Lempuing
665,Lempuing Jaya,Lempuing Jaya
665,Mesuji,Mesuji
665,Mesuji Makmur,Mesuji Makmur
665,Mesuji Raya,Mesuji Raya
665,Pampangan,Pampangan
665,Pangkalan Lampam,Pangkalan Lampam
665,Pedamaran,Pedamaran
665,Pedamaran Timur,Pedamaran Timur
665,Sirah Pulau Padang,Sirah Pulau Padang
665,Sungai Menang,Sungai Menang
665,Tanjung Lubuk,Tanjung Lubuk
665,Teluk Gelam,Teluk Gelam
665,Tulung Selapan,Tulung Selapan
206,Air Upas,Air Upas
206,Benua Kayong,Benua Kayong
206,Delta Pawan,Delta Pawan
206,Hulu Sungai,Hulu Sungai
206,Jelai Hulu,Jelai Hulu
206,Kendawangan,Kendawangan
206,Manis Mata,Manis Mata
206,Marau,Marau
206,Matan Hilir Selatan,Matan Hilir Selatan
206,Matan Hilir Utara,Matan Hilir Utara
206,Muara Pawan,Muara Pawan
206,Nanga Tayap,Nanga Tayap
206,Pemahan,Pemahan
206,Sandai,Sandai
206,Simpang Dua,Simpang Dua
206,Simpang Hulu,Simpang Hulu
206,Singkup,Singkup
206,Sungai Laur,Sungai Laur
206,Sungai Melayu Rayak,Sungai Melayu Rayak
206,Tumbang Titi,Tumbang Titi
321,Airbuaya,Airbuaya
321,Batabual,Batabual
321,Fena Leisela,Fena Leisela
321,Lilialy,Lilialy
321,Lolong Guba,Lolong Guba
321,Namlea,Namlea
321,Teluk Kaiely,Teluk Kaiely
321,Waeapo,Waeapo
321,Waelata,Waelata
321,Waplau,Waplau
463,Airgaram,Airgaram
463,Anawi,Anawi
463,Aweku,Aweku
463,Bewani,Bewani
463,Biuk,Biuk
463,Bogonuk,Bogonuk
463,Bokondini,Bokondini
463,Bokoneri,Bokoneri
463,Danime,Danime
463,Dow,Dow
463,Dundu (Ndundu),Dundu (Ndundu)
463,Egiam,Egiam
463,Geya,Geya
463,Gika,Gika
463,Gilubandu (Gilumbandu/Gilimbandu),Gilubandu (Gilumbandu/Gilimbandu)
463,Goyage,Goyage
463,Gundagi (Gudage),Gundagi (Gudage)
463,Kai,Kai
463,Kamboneri,Kamboneri
463,Kanggime (Kanggima ),Kanggime (Kanggima )
463,Karubaga,Karubaga
463,Kembu,Kembu
463,Kondaga (Konda),Kondaga (Konda)
463,Kuari,Kuari
463,Kubu,Kubu
463,Li Anogomma,Li Anogomma
463,Nabunage,Nabunage
463,Nelawi,Nelawi
463,Numba,Numba
463,Nunggawi (Munggawi),Nunggawi (Munggawi)
463,Panaga,Panaga
463,Poganeri,Poganeri
463,Tagime,Tagime
463,Tagineri,Tagineri
463,Telenggeme,Telenggeme
463,Timori,Timori
463,Umagi,Umagi
463,Wakuwo,Wakuwo
463,Wari (Taiyeve),Wari (Taiyeve)
463,Wenam,Wenam
463,Wina,Wina
463,Wonoki (Woniki),Wonoki (Woniki)
463,Wugi,Wugi
463,Wunin (Wumin),Wunin (Wumin)
463,Yuko,Yuko
463,Yuneri,Yuneri
611,Airmadidi,Airmadidi
611,Dimembe,Dimembe
611,Kalawat,Kalawat
611,Kauditan,Kauditan
611,Kema,Kema
611,Likupang Barat,Likupang Barat
611,Likupang Selatan,Likupang Selatan
611,Likupang Timur,Likupang Timur
611,Talawaan,Talawaan
611,Wori,Wori
633,Airpura,Airpura
633,Basa Ampek Balai Tapan,Basa Ampek Balai Tapan
633,Batang Kapas,Batang Kapas
633,Bayang,Bayang
633,IV Jurai,IV Jurai
633,IV Nagari Bayang Utara,IV Nagari Bayang Utara
633,Koto XI Tarusan,Koto XI Tarusan
633,Lengayang,Lengayang
633,Linggo Sari Baganti,Linggo Sari Baganti
633,Lunang,Lunang
633,Pancung Soal,Pancung Soal
633,Ranah Ampek Hulu Tapan,Ranah Ampek Hulu Tapan
633,Ranah Pesisir,Ranah Pesisir
633,Silaut,Silaut
633,Sutera,Sutera
445,Airu,Airu
445,Demta,Demta
445,Depapre,Depapre
445,Ebungfau (Ebungfa),Ebungfau (Ebungfa)
445,Gresi Selatan,Gresi Selatan
445,Kaureh,Kaureh
